sample_name	alpha_lcmsms_richness	alpha_lcmsms_shannon	read_count_shotgun_wolr2pe	alpha_shotgun_richness	alpha_shotgun_shannon	alpha_shotgun_faithspd	read_count_16s_deblur	alpha_16S_richness	alpha_16S_shannon	alpha_16S_faithspd	dna_conc	biomass	extraction_protocol_storage_solution	extraction_protocol	storage_solution	sample_type	sample_type1	sample_type2	sample_type3	sample_type4	unique_sample_id	unique_sample_id_tech_rep	pseudosample_id	sample_name_mantel_solution	sample_name_mantel_protocol	bacteria	bacteria_function	buffer_removal	col	collection_timestamp	compressed_well	description	diet	dna_extracted	elevation	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	extraction_kit	extraction_vendor	genomic_spike_amount_in_ng	genomic_spike_in	genomic_spike_in_copy_number	genomic_spike_in_description	genomic_spike_in_ng_per_ul	genomic_spike_in_replicate	geo_loc_name	host_age	host_age_units	host_body_habitat	host_body_mass_index	host_body_product	host_body_site	host_common_name	host_height	host_height_units	host_life_stage	host_scientific_name	host_subject_id	host_taxid	host_weight	host_weight_units	katseq_number_of_cells	latitude	locationcell	longitude	lysis_buffer_volume	metagenomic_spike_in	metagenomic_spike_in_amount_ng_per_ul	metagenomic_spike_in_copy_number	metagenomic_spike_in_replicate	physical_specimen_location	physical_specimen_remaining	plate_id	plate_id_number	plate_biomass	processing_date	qiita_study_id	replicate	rna_conc	round	row	sample_technical_replicate	scientific_name	sex	swab_type	taxon_id	title	vivarium	water
14332.361164073	NA	NA	595811	372	3.1633563862615244	53.61430100264158	278	NA	NA	NA	0.735	low	IPA-MagMax	MagMax	IPA	skin	skin	skin_hand	skin_hand_right	IPA-MagMax_skin_hand_right	skin_hand_C	skin_hand_right_C	Plate 2 LBM_skin_hand_right_C_isopropanol_MagMax	LBM_skin_hand_right_C_3	LBM_skin_hand_C_isopropanol_3	NA	NA	dry	6	2022-03-24	O6	skin_hand_right	NA	TRUE	193	Host-associated	Animal	Animal surface	urban biome	human-associated habitat	sebum	human-skin	MagMax Microbiome Ultra	ThermoFisher	NA	NA	NA	NA	NA	NA	USA:CA: San Diego	not provided	not provided	uberon:skin	NA	uberon:sebum	uberon:skin of hand	human	not provided	not provided	adult	homo sapiens	C	9606	not provided	not provided	NA	32.5	H6	-117.25	600ul	FALSE	NA	NA	NA	NA	FALSE	Plate 2 LBM	2	LBM	4/5/22	14332	12	NA	1_2	O	12	human skin metagenome	female	swube	539655	Matrix_pipeline_validation	NA	NA
14332.BLANK.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1-1	1	1	control blank	1	1	1	1-1_1	1	1	1	NA	NA	1	1	1	1	2023-3-16	1	BLANK.2	1	TRUE	193	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	1	1	1	1	1	1	1	1	USA:CA:San Diego	1	1	1	1	1	1	1	1	1	1	1	BLANK.2	1	1	1	1	32.5	1	-117.25	1	1	1	1	1	UCSD	FALSE	1	NA	NA	1	14332	1	1	1	1	1	metagenome	1	1	256318	Matrix_Tube_LBM	1	1
14332.BLANK.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1-1	1	1	control blank	1	1	1	1-1_1	1	1	1	NA	NA	1	1	1	1	2023-3-16	1	BLANK.4	1	TRUE	193	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	1	1	1	1	1	1	1	1	USA:CA:San Diego	1	1	1	1	1	1	1	1	1	1	1	BLANK.4	1	1	1	1	32.5	1	-117.25	1	1	1	1	1	UCSD	FALSE	1	NA	NA	1	14332	1	1	1	1	1	metagenome	1	1	256318	Matrix_Tube_LBM	1	1
14332.BLANK.EtOH.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1-1	1	1	control blank	1	1	1	1-1_1	1	1	1	NA	NA	1	1	1	1	2023-3-16	1	BLANK.EtOH.2	1	TRUE	193	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	1	1	1	1	1	1	1	1	USA:CA:San Diego	1	1	1	1	1	1	1	1	1	1	1	BLANK.EtOH.2	1	1	1	1	32.5	1	-117.25	1	1	1	1	1	UCSD	FALSE	1	NA	NA	1	14332	1	1	1	1	1	metagenome	1	1	256318	Matrix_Tube_LBM	1	1
14332.BLANK.EtOH.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1-1	1	1	control blank	1	1	1	1-1_1	1	1	1	NA	NA	1	1	1	1	2023-3-16	1	BLANK.EtOH.4	1	TRUE	193	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	1	1	1	1	1	1	1	1	USA:CA:San Diego	1	1	1	1	1	1	1	1	1	1	1	BLANK.EtOH.4	1	1	1	1	32.5	1	-117.25	1	1	1	1	1	UCSD	FALSE	1	NA	NA	1	14332	1	1	1	1	1	metagenome	1	1	256318	Matrix_Tube_LBM	1	1
14332.BLANK.IPA.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1-1	1	1	control blank	1	1	1	1-1_1	1	1	1	NA	NA	1	1	1	1	2023-3-16	1	BLANK.IPA.2	1	TRUE	193	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	1	1	1	1	1	1	1	1	USA:CA:San Diego	1	1	1	1	1	1	1	1	1	1	1	BLANK.IPA.2	1	1	1	1	32.5	1	-117.25	1	1	1	1	1	UCSD	FALSE	1	NA	NA	1	14332	1	1	1	1	1	metagenome	1	1	256318	Matrix_Tube_LBM	1	1
14332.BLANK.IPA.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1-1	1	1	control blank	1	1	1	1-1_1	1	1	1	NA	NA	1	1	1	1	2023-3-16	1	BLANK.IPA.4	1	TRUE	193	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	1	1	1	1	1	1	1	1	USA:CA:San Diego	1	1	1	1	1	1	1	1	1	1	1	BLANK.IPA.4	1	1	1	1	32.5	1	-117.25	1	1	1	1	1	UCSD	FALSE	1	NA	NA	1	14332	1	1	1	1	1	metagenome	1	1	256318	Matrix_Tube_LBM	1	1
14332.BLANK.SWAB.EtOH.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1-1	1	1	control blank	1	1	1	1-1_1	1	1	1	NA	NA	1	1	1	1	2023-3-16	1	BLANK.SWAB.EtOH.2	1	TRUE	193	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	1	1	1	1	1	1	1	1	USA:CA:San Diego	1	1	1	1	1	1	1	1	1	1	1	BLANK.SWAB.EtOH.2	1	1	1	1	32.5	1	-117.25	1	1	1	1	1	UCSD	FALSE	1	NA	NA	1	14332	1	1	1	1	1	metagenome	1	1	256318	Matrix_Tube_LBM	1	1
14332.BLANK.SWAB.EtOH.2.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1-1	1	1	control blank	1	1	1	1-1_1	1	1	1	NA	NA	1	1	1	1	2023-3-16	1	BLANK.SWAB.EtOH.2.1	1	TRUE	193	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	1	1	1	1	1	1	1	1	USA:CA:San Diego	1	1	1	1	1	1	1	1	1	1	1	BLANK.SWAB.EtOH.2.1	1	1	1	1	32.5	1	-117.25	1	1	1	1	1	UCSD	FALSE	1	NA	NA	1	14332	1	1	1	1	1	metagenome	1	1	256318	Matrix_Tube_HBM_LBM	1	1
14332.BLANK.SWAB.EtOH.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1-1	1	1	control blank	1	1	1	1-1_1	1	1	1	NA	NA	1	1	1	1	2023-3-16	1	BLANK.SWAB.EtOH.4	1	TRUE	193	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	1	1	1	1	1	1	1	1	USA:CA:San Diego	1	1	1	1	1	1	1	1	1	1	1	BLANK.SWAB.EtOH.4	1	1	1	1	32.5	1	-117.25	1	1	1	1	1	UCSD	FALSE	1	NA	NA	1	14332	1	1	1	1	1	metagenome	1	1	256318	Matrix_Tube_LBM	1	1
14332.BLANK.SWAB.EtOH.4.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1-1	1	1	control blank	1	1	1	1-1_1	1	1	1	NA	NA	1	1	1	1	2023-3-16	1	BLANK.SWAB.EtOH.4.1	1	TRUE	193	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	1	1	1	1	1	1	1	1	USA:CA:San Diego	1	1	1	1	1	1	1	1	1	1	1	BLANK.SWAB.EtOH.4.1	1	1	1	1	32.5	1	-117.25	1	1	1	1	1	UCSD	FALSE	1	NA	NA	1	14332	1	1	1	1	1	metagenome	1	1	256318	Matrix_Tube_HBM_LBM	1	1
14332.BLANK.SWAB.IPA.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1-1	1	1	control blank	1	1	1	1-1_1	1	1	1	NA	NA	1	1	1	1	2023-3-16	1	BLANK.SWAB.IPA.2	1	TRUE	193	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	1	1	1	1	1	1	1	1	USA:CA:San Diego	1	1	1	1	1	1	1	1	1	1	1	BLANK.SWAB.IPA.2	1	1	1	1	32.5	1	-117.25	1	1	1	1	1	UCSD	FALSE	1	NA	NA	1	14332	1	1	1	1	1	metagenome	1	1	256318	Matrix_Tube_LBM	1	1
14332.BLANK.SWAB.IPA.2.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1-1	1	1	control blank	1	1	1	1-1_1	1	1	1	NA	NA	1	1	1	1	2023-3-16	1	BLANK.SWAB.IPA.2.1	1	TRUE	193	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	1	1	1	1	1	1	1	1	USA:CA:San Diego	1	1	1	1	1	1	1	1	1	1	1	BLANK.SWAB.IPA.2.1	1	1	1	1	32.5	1	-117.25	1	1	1	1	1	UCSD	FALSE	1	NA	NA	1	14332	1	1	1	1	1	metagenome	1	1	256318	Matrix_Tube_HBM_LBM	1	1
14332.BLANK.SWAB.IPA.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1-1	1	1	control blank	1	1	1	1-1_1	1	1	1	NA	NA	1	1	1	1	2023-3-16	1	BLANK.SWAB.IPA.4	1	TRUE	193	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	1	1	1	1	1	1	1	1	USA:CA:San Diego	1	1	1	1	1	1	1	1	1	1	1	BLANK.SWAB.IPA.4	1	1	1	1	32.5	1	-117.25	1	1	1	1	1	UCSD	FALSE	1	NA	NA	1	14332	1	1	1	1	1	metagenome	1	1	256318	Matrix_Tube_LBM	1	1
14332.BLANK.SWAB.IPA.4.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1-1	1	1	control blank	1	1	1	1-1_1	1	1	1	NA	NA	1	1	1	1	2023-3-16	1	BLANK.SWAB.IPA.4.1	1	TRUE	193	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	1	1	1	1	1	1	1	1	USA:CA:San Diego	1	1	1	1	1	1	1	1	1	1	1	BLANK.SWAB.IPA.4.1	1	1	1	1	32.5	1	-117.25	1	1	1	1	1	UCSD	FALSE	1	NA	NA	1	14332	1	1	1	1	1	metagenome	1	1	256318	Matrix_Tube_HBM_LBM	1	1
14332.BLANK.EtOH.1.1	NA	NA	1173647	NA	NA	NA	10547	NA	NA	NA	0.769	high	EtOH-MagMax	MagMax	EtOH	control blank DNA extraction	BLANK	BLANK	BLANK	EtOH-MagMax_BLANK	BLANK_BLANK_EtOH_1_1	BLANK_BLANK_1_1	Plate 1 HBM_BLANK_BLANK_EtOH_1_1_etoh_MagMax	HBM_BLANK_BLANK_EtOH_1_1	HBM_BLANK_BLANK_EtOH_1_1	NA	NA	dry	1	2022-03-24	M1	BLANK	NA	TRUE	193	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	MagMax Microbiome Ultra	ThermoFisher	NA	NA	NA	NA	NA	NA	USA:CA: San Diego	NA	not provided	NA	NA	NA	NA	NA	NA	not provided	NA	NA	BLANK_EtOH_1_1	NA	NA	not provided	NA	32.5	G1	-117.25	600ul	FALSE	NA	NA	NA	NA	FALSE	Plate 1 HBM	1	HBM	4/5/22	14332	NA	NA	1_2	M	NA	metagenome	NA	NA	256318	Matrix_pipeline_validation	NA	NA
14332.BLANK.EtOH.1.2	NA	NA	970	NA	NA	NA	NA	NA	NA	NA	0.763	high	EtOH-MagMax	MagMax	EtOH	control blank DNA extraction	BLANK	BLANK	BLANK	EtOH-MagMax_BLANK	BLANK_BLANK_EtOH_1_2	BLANK_BLANK_1_2	Plate 1 HBM_BLANK_BLANK_EtOH_1_2_etoh_MagMax	HBM_BLANK_BLANK_EtOH_1_2	HBM_BLANK_BLANK_EtOH_1_2	NA	NA	dry	7	2022-03-24	A7	BLANK	NA	TRUE	193	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	MagMax Microbiome Ultra	ThermoFisher	NA	NA	NA	NA	NA	NA	USA:CA: San Diego	NA	not provided	NA	NA	NA	NA	NA	NA	not provided	NA	NA	BLANK_EtOH_1_2	NA	NA	not provided	NA	32.5	A7	-117.25	600ul	FALSE	NA	NA	NA	NA	FALSE	Plate 1 HBM	1	HBM	4/5/22	14332	NA	NA	1_2	A	NA	metagenome	NA	NA	256318	Matrix_pipeline_validation	NA	NA
14332.BLANK.EtOH.SWAB.1.1	NA	NA	1240	NA	NA	NA	49	NA	NA	NA	0.767	high	EtOH-MagMax	MagMax	EtOH	control blank DNA extraction	BLANK	BLANK	BLANK	EtOH-MagMax_BLANK	BLANK_BLANK_EtOH_SWAB_1_1	BLANK_BLANK_SWAB_1_1	Plate 1 HBM_BLANK_BLANK_EtOH_SWAB_1_1_etoh_MagMax	HBM_BLANK_BLANK_EtOH_SWAB_1_1	HBM_BLANK_BLANK_EtOH_SWAB_1_1	NA	NA	dry	5	2022-03-24	E5	BLANK	NA	TRUE	193	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	MagMax Microbiome Ultra	ThermoFisher	NA	NA	NA	NA	NA	NA	USA:CA: San Diego	NA	not provided	NA	NA	NA	NA	NA	NA	not provided	NA	NA	BLANK_EtOH_SWAB_1_1	NA	NA	not provided	NA	32.5	C5	-117.25	600ul	FALSE	NA	NA	NA	NA	FALSE	Plate 1 HBM	1	HBM	4/5/22	14332	NA	NA	1_2	E	NA	metagenome	NA	swube	256318	Matrix_pipeline_validation	NA	NA
14332.BLANK.EtOH.SWAB.1.2	NA	NA	611	NA	NA	NA	71	NA	NA	NA	0.767	high	EtOH-MagMax	MagMax	EtOH	control blank DNA extraction	BLANK	BLANK	BLANK	EtOH-MagMax_BLANK	BLANK_BLANK_EtOH_SWAB_1_2	BLANK_BLANK_SWAB_1_2	Plate 1 HBM_BLANK_BLANK_EtOH_SWAB_1_2_etoh_MagMax	HBM_BLANK_BLANK_EtOH_SWAB_1_2	HBM_BLANK_BLANK_EtOH_SWAB_1_2	NA	NA	dry	11	2022-03-24	G11	BLANK	NA	TRUE	193	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	MagMax Microbiome Ultra	ThermoFisher	NA	NA	NA	NA	NA	NA	USA:CA: San Diego	NA	not provided	NA	NA	NA	NA	NA	NA	not provided	NA	NA	BLANK_EtOH_SWAB_1_2	NA	NA	not provided	NA	32.5	D11	-117.25	600ul	FALSE	NA	NA	NA	NA	FALSE	Plate 1 HBM	1	HBM	4/5/22	14332	NA	NA	1_2	G	NA	metagenome	NA	swube	256318	Matrix_pipeline_validation	NA	NA
14332.BLANK.EtOH.2.1	NA	NA	73325	NA	NA	NA	17	NA	NA	NA	0.732	low	EtOH-MagMax	MagMax	EtOH	control blank DNA extraction	BLANK	BLANK	BLANK	EtOH-MagMax_BLANK	BLANK_BLANK_EtOH_2_1	BLANK_BLANK_2_1	Plate 2 LBM_BLANK_BLANK_EtOH_2_1_etoh_MagMax	LBM_BLANK_BLANK_EtOH_2_1	LBM_BLANK_BLANK_EtOH_2_1	NA	NA	dry	1	2022-03-24	O1	BLANK	NA	TRUE	193	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	MagMax Microbiome Ultra	ThermoFisher	NA	true	88200000	syndna plasmids	0.2	NA	USA:CA: San Diego	NA	not provided	NA	NA	NA	NA	NA	NA	not provided	NA	NA	BLANK_EtOH_2_1	NA	NA	not provided	NA	32.5	H1	-117.25	600ul	FALSE	NA	NA	NA	NA	FALSE	Plate 2 LBM	2	LBM	4/5/22	14332	NA	NA	1_2	O	NA	metagenome	NA	NA	256318	Matrix_pipeline_validation	NA	NA
14332.BLANK.EtOH.SWAB.2.1	NA	NA	41710	NA	NA	NA	267	NA	NA	NA	0.732	low	EtOH-MagMax	MagMax	EtOH	control blank DNA extraction	BLANK	BLANK	BLANK	EtOH-MagMax_BLANK	BLANK_BLANK_EtOH_SWAB_2_1	BLANK_BLANK_SWAB_2_1	Plate 2 LBM_BLANK_BLANK_EtOH_SWAB_2_1_etoh_MagMax	LBM_BLANK_BLANK_EtOH_SWAB_2_1	LBM_BLANK_BLANK_EtOH_SWAB_2_1	NA	NA	dry	6	2022-03-24	C6	BLANK	NA	TRUE	193	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	MagMax Microbiome Ultra	ThermoFisher	NA	NA	NA	NA	NA	NA	USA:CA: San Diego	NA	not provided	NA	NA	NA	NA	NA	NA	not provided	NA	NA	BLANK_EtOH_SWAB_2_1	NA	NA	not provided	NA	32.5	B6	-117.25	600ul	FALSE	NA	NA	NA	NA	FALSE	Plate 2 LBM	2	LBM	4/5/22	14332	NA	NA	1_2	C	NA	metagenome	NA	swube	256318	Matrix_pipeline_validation	NA	NA
14332.361162777	NA	NA	3833833	NA	NA	NA	23017	NA	NA	NA	5.747	high	EtOH-MagMax	MagMax	EtOH	feces	human_feces	human_feces	human_feces	EtOH-MagMax_human_feces	human_feces_D	human_feces_D	Plate 1 HBM_human_feces_D_etoh_MagMax	HBM_human_feces_D_1	HBM_human_feces_D_1	NA	NA	dry	7	2022-03-24	C7	human_feces	NA	TRUE	193	Host-associated	Animal	Animal distal gut	urban biome	human-associated habitat	feces	human-gut	MagMax Microbiome Ultra	ThermoFisher	6.25	NA	NA	syndna plasmids	NA	1	USA:CA: San Diego	not provided	not provided	uberon:feces	NA	uberon:feces	uberon:feces	human	not provided	not provided	adult	homo sapiens	D	9606	not provided	not provided	NA	32.5	B7	-117.25	600ul	TRUE	0.052	35900000	1	NA	FALSE	Plate 1 HBM	1	HBM	4/5/22	14332	7	NA	1_2	C	7	human gut metagenome	female	swube	408170	Matrix_pipeline_validation	NA	NA
14332.361164256	NA	NA	3368830	NA	NA	NA	29229	NA	NA	NA	7.039	high	EtOH-MagMax	MagMax	EtOH	feces	human_feces	human_feces	human_feces	EtOH-MagMax_human_feces	human_feces_A	human_feces_A	Plate 1 HBM_human_feces_A_etoh_MagMax	HBM_human_feces_A_2	HBM_human_feces_A_2	NA	NA	dry	1	2022-03-23	C1	human_feces	NA	TRUE	193	Host-associated	Animal	Animal distal gut	urban biome	human-associated habitat	feces	human-gut	MagMax Microbiome Ultra	ThermoFisher	47	true	5040000	syndna plasmids	0.057	1	USA:CA: San Diego	not provided	not provided	uberon:feces	NA	uberon:feces	uberon:feces	human	not provided	not provided	adult	homo sapiens	A	9606	not provided	not provided	NA	32.5	B1	-117.25	600ul	TRUE	0.329	270000000	1	NA	FALSE	Plate 1 HBM	1	HBM	4/5/22	14332	8	NA	1_2	C	8	human gut metagenome	female	swube	408170	Matrix_pipeline_validation	NA	NA
14332.361164257	NA	NA	64966	NA	NA	NA	20151	NA	NA	NA	9.36	high	EtOH-MagMax	MagMax	EtOH	feces	human_feces	human_feces	human_feces	EtOH-MagMax_human_feces	human_feces_A	human_feces_A	Plate 1 HBM_human_feces_A_etoh_MagMax	HBM_human_feces_A_3	HBM_human_feces_A_3	NA	NA	dry	1	2022-03-23	E1	human_feces	NA	TRUE	193	Host-associated	Animal	Animal distal gut	urban biome	human-associated habitat	feces	human-gut	MagMax Microbiome Ultra	ThermoFisher	NA	NA	NA	NA	NA	NA	USA:CA: San Diego	not provided	not provided	uberon:feces	NA	uberon:feces	uberon:feces	human	not provided	not provided	adult	homo sapiens	A	9606	not provided	not provided	NA	32.5	C1	-117.25	600ul	FALSE	NA	NA	NA	NA	FALSE	Plate 1 HBM	1	HBM	4/5/22	14332	9	NA	1_2	E	9	human gut metagenome	female	swube	408170	Matrix_pipeline_validation	NA	NA
14332.363203161	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.75	high	EtOH-MagMax	MagMax	EtOH	feces	human_feces	human_feces	human_feces	EtOH-MagMax_human_feces	human_1.1.etoh.dry	human_1.1.etoh.dry	human_1.1.etoh.dry	NA	NA	NA	NA	dry	1	2021-11-16	A1	human_feces	NA	TRUE	193	Host-associated	Animal	Animal distal gut	urban biome	human-associated habitat	feces	host-associated	MagMax Microbiome Ultra	ThermoFisher	NA	NA	NA	NA	NA	NA	USA:CA: San Diego	not provided	not provided	uberon:feces	NA	uberon:feces	uberon:feces	human	not provided	not provided	adult	homo sapiens	human_1	9606	not provided	not provided	NA	32.5	A1	-117.25	800ul	FALSE	NA	NA	NA	ucsdmi	FALSE	1	NA	NA	not provided	14332	NA	9.997	1	A	1	human gut metagenome	female	puritan	408170	Matrix_pipeline_validation	NA	NA
14332.363203145	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.965	high	EtOH-MagMax	MagMax	EtOH	feces	human_feces	human_feces	human_feces	EtOH-MagMax_human_feces	human_1.1.etoh.residue	human_1.1.etoh.residue	human_1.1.etoh.residue	NA	NA	NA	NA	residue	3	2021-11-16	A3	human_feces	NA	TRUE	193	Host-associated	Animal	Animal distal gut	urban biome	human-associated habitat	feces	host-associated	MagMax Microbiome Ultra	ThermoFisher	NA	NA	NA	NA	NA	NA	USA:CA: San Diego	not provided	not provided	uberon:feces	NA	uberon:feces	uberon:feces	human	not provided	not provided	adult	homo sapiens	human_1	9606	not provided	not provided	NA	32.5	A3	-117.25	800ul	FALSE	NA	NA	NA	ucsdmi	FALSE	1	NA	NA	not provided	14332	NA	2.768	1	A	1	human gut metagenome	female	puritan	408170	Matrix_pipeline_validation	NA	NA
14332.363203166	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.098	high	EtOH-MagMax	MagMax	EtOH	feces	human_feces	human_feces	human_feces	EtOH-MagMax_human_feces	human_1.2.etoh.dry	human_1.2.etoh.dry	human_1.2.etoh.dry	NA	NA	NA	NA	dry	1	2021-11-16	C1	human_feces	NA	TRUE	193	Host-associated	Animal	Animal distal gut	urban biome	human-associated habitat	feces	host-associated	MagMax Microbiome Ultra	ThermoFisher	NA	NA	NA	NA	NA	NA	USA:CA: San Diego	not provided	not provided	uberon:feces	NA	uberon:feces	uberon:feces	human	not provided	not provided	adult	homo sapiens	human_1	9606	not provided	not provided	NA	32.5	B1	-117.25	800ul	FALSE	NA	NA	NA	ucsdmi	FALSE	1	NA	NA	not provided	14332	NA	9.25	1	B	2	human gut metagenome	female	puritan	408170	Matrix_pipeline_validation	NA	NA
14332.363203151	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.951	high	EtOH-MagMax	MagMax	EtOH	feces	human_feces	human_feces	human_feces	EtOH-MagMax_human_feces	human_1.2.etoh.residue	human_1.2.etoh.residue	human_1.2.etoh.residue	NA	NA	NA	NA	residue	3	2021-11-16	C3	human_feces	NA	TRUE	193	Host-associated	Animal	Animal distal gut	urban biome	human-associated habitat	feces	host-associated	MagMax Microbiome Ultra	ThermoFisher	NA	NA	NA	NA	NA	NA	USA:CA: San Diego	not provided	not provided	uberon:feces	NA	uberon:feces	uberon:feces	human	not provided	not provided	adult	homo sapiens	human_1	9606	not provided	not provided	NA	32.5	B3	-117.25	800ul	FALSE	NA	NA	NA	ucsdmi	FALSE	1	NA	NA	not provided	14332	NA	3.542	1	B	2	human gut metagenome	female	puritan	408170	Matrix_pipeline_validation	NA	NA
14332.363203164	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.928	high	EtOH-MagMax	MagMax	EtOH	feces	human_feces	human_feces	human_feces	EtOH-MagMax_human_feces	human_2.1.etoh.dry	human_2.1.etoh.dry	human_2.1.etoh.dry	NA	NA	NA	NA	dry	1	2021-11-16	E1	human_feces	NA	TRUE	193	Host-associated	Animal	Animal distal gut	urban biome	human-associated habitat	feces	host-associated	MagMax Microbiome Ultra	ThermoFisher	NA	NA	NA	NA	NA	NA	USA:CA: San Diego	not provided	not provided	uberon:feces	NA	uberon:feces	uberon:feces	human	not provided	not provided	adult	homo sapiens	human_2	9606	not provided	not provided	NA	32.5	C1	-117.25	800ul	FALSE	NA	NA	NA	ucsdmi	FALSE	1	NA	NA	not provided	14332	NA	10.588	1	C	1	human gut metagenome	male	puritan	408170	Matrix_pipeline_validation	NA	NA
14332.363203156	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.83	high	EtOH-MagMax	MagMax	EtOH	feces	human_feces	human_feces	human_feces	EtOH-MagMax_human_feces	human_2.1.etoh.residue	human_2.1.etoh.residue	human_2.1.etoh.residue	NA	NA	NA	NA	residue	3	2021-11-16	E3	human_feces	NA	TRUE	193	Host-associated	Animal	Animal distal gut	urban biome	human-associated habitat	feces	host-associated	MagMax Microbiome Ultra	ThermoFisher	NA	NA	NA	NA	NA	NA	USA:CA: San Diego	not provided	not provided	uberon:feces	NA	uberon:feces	uberon:feces	human	not provided	not provided	adult	homo sapiens	human_2	9606	not provided	not provided	NA	32.5	C3	-117.25	800ul	FALSE	NA	NA	NA	ucsdmi	FALSE	1	NA	NA	not provided	14332	NA	6.435	1	C	1	human gut metagenome	male	puritan	408170	Matrix_pipeline_validation	NA	NA
14332.363203173	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.321	high	EtOH-MagMax	MagMax	EtOH	feces	human_feces	human_feces	human_feces	EtOH-MagMax_human_feces	human_2.2.etoh.dry	human_2.2.etoh.dry	human_2.2.etoh.dry	NA	NA	NA	NA	dry	1	2021-11-16	G1	human_feces	NA	TRUE	193	Host-associated	Animal	Animal distal gut	urban biome	human-associated habitat	feces	host-associated	MagMax Microbiome Ultra	ThermoFisher	NA	NA	NA	NA	NA	NA	USA:CA: San Diego	not provided	not provided	uberon:feces	NA	uberon:feces	uberon:feces	human	not provided	not provided	adult	homo sapiens	human_2	9606	not provided	not provided	NA	32.5	D1	-117.25	800ul	FALSE	NA	NA	NA	ucsdmi	FALSE	1	NA	NA	not provided	14332	NA	9.942	1	D	2	human gut metagenome	male	puritan	408170	Matrix_pipeline_validation	NA	NA
14332.363203149	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.972	high	EtOH-MagMax	MagMax	EtOH	feces	human_feces	human_feces	human_feces	EtOH-MagMax_human_feces	human_2.2.etoh.residue	human_2.2.etoh.residue	human_2.2.etoh.residue	NA	NA	NA	NA	residue	3	2021-11-16	G3	human_feces	NA	TRUE	193	Host-associated	Animal	Animal distal gut	urban biome	human-associated habitat	feces	host-associated	MagMax Microbiome Ultra	ThermoFisher	NA	NA	NA	NA	NA	NA	USA:CA: San Diego	not provided	not provided	uberon:feces	NA	uberon:feces	uberon:feces	human	not provided	not provided	adult	homo sapiens	human_2	9606	not provided	not provided	NA	32.5	D3	-117.25	800ul	FALSE	NA	NA	NA	ucsdmi	FALSE	1	NA	NA	not provided	14332	NA	8.641	1	D	2	human gut metagenome	male	puritan	408170	Matrix_pipeline_validation	NA	NA
